PRDLST_NM,BSSH_NM,
스트레스파이터T,코스맥스바이오(주),
악마스무디파우더,코스맥스바이오(주),
간에좋은밀크씨슬골드,주)팜크로스,
간건강에도움을줄수있는헤파살리도,(주)비오팜,
안타메가,(주)알피바이오,
안타메가-앤초비EPA&DHA,(주)알피바이오,
메가파워마그네슘315,(주)비오팜,
홍경천밀크씨슬프리미엄,극동에치팜(주),
프리락토프리미엄장용캡슐,코스맥스엔비티(주),
참착한비타민D,콜마비앤에이치(주)음성공장,
더칼슘디,콜마비앤에이치(주)음성공장,
지큐랩(gQlab)알에이치티키즈,일동바이오사이언스(주),
마이니지니키즈튼튼아연&C,주)팜크로스,
락토플러스생유산균베이비,주)팜크로스,
리:포유CLA,주식회사한미양행,
홍삼정지쓰리,(주)다정,
홍삼정25수(秀),홍삼나라주식회사,
홍삼농축액11,(주)일화,
홍삼농축액8,(주)뉴트렉스테크놀러지,
홍삼농축액12.8,(주)뉴트렉스테크놀러지,
홍삼농축액10,(주)뉴트렉스테크놀러지,
해피클린(Happyclean),한독화장품(주),
프로바이오틱스유산균19,이앤에스(주),
프로메가오메가3S,(주)서흥,
키-원골드,노비스바이오(주),
진웰스홍삼농축액20+,(주)일화,
진맥스(GinMax),코스맥스엔비티(주),
임팩트엠플러스,(주)한국씨엔에스팜,
뉴트라텀(Nutratherm),코스맥스바이오(주),
굿베이스비타민B포뮬라,(주)서흥,
미스터트리플,코스맥스바이오(주),
맛있는키즈비타민C,(주)뉴팜,
건미락혈류앤,(주)서흥,
리얼비프로폴리스,주)팜크로스,
롯데헬스원닥터프리미엄톡LOTTEHEALTH1DRPREMIUMTOK,(주)네이처텍,
리:듬카페,콜마비앤에이치(주)음성공장,
쉼표,(주)네이처텍,
마이니간에다밀크씨슬,(주)서흥,
발효홍삼농축액,주식회사진산사이언스,
고려흑삼분말캡슐,대동고려삼(주),
마이니시너지코큐텐,(주)서흥,
프로메가혈행트리플케어,종근당건강(주),
퓨어오메가3,종근당건강(주),
라키아,코스맥스엔비티(주),
6년근홍삼농축액7.0,종근당건강(주),
6년근홍삼농축액8.0,종근당건강(주),
밸런스라이트앰플,(주)서흥오창공장,
일동락토코커스락티스아이디씨씨(IDCC)2301,일동바이오사이언스(주),
일동락토바실루스퍼멘텀아이디씨씨(IDCC)3901,일동바이오사이언스(주),
라파플러스유산균10,주식회사한국바이오건강,
황보간,(주)케이지앤에프,
프리미엄멀티비타민&미네랄츄어블,(주)한풍네이처팜,
광동PB유산균365,(주)한풍네이처팜,
고려인삼정캡슐삼,주식회사한미양행,
홍삼정캅셀지쓰리,(주)다정,
홍삼농축액,(주)삼진GNF,
호벤(Hoven)Q,코스맥스바이오(주),
헬씨칸프리미엄,콜마비앤에이치(주)음성공장,
프로바이오슈퍼K,(주)메디오젠,
키즈츄어블철분플러스,주식회사노바렉스,
징코플러스세븐,극동에치팜(주),
젠틀맨콰트로,코스맥스바이오(주),
락티움휴정제,주식회사노바렉스,
락티움휴스틱,주식회사노바렉스,
6년근고려흑삼365스틱,대동고려삼(주),
라비센8,(주)메디오젠,
스마일코웰리브,(주)서흥,
브라이톤더블유에스옴므,콜마비앤에이치(주)음성공장,
비타민B50정제,풀무원건강생활(주),
리버케어캡슐,주식회사노바렉스,
리버욜로,극동에치팜(주),
린앤핏-콜레우스포스콜리,코스맥스바이오(주),
엄마가고른참맛있는홍삼젤리,코스맥스바이오(주),
메가쎌남자의활력,주식회사노바렉스2공장,
레이디핏유산균,(주)메디오젠,
튼튼아이100,(주)네이처텍,
이투,(주)비오팜,
아이파워루테인,주식회사바이오에비뉴,
네오뷰프라임엑소놀,(주)한국씨엔에스팜,
네오뷰프라임엑소놀골드,(주)한국씨엔에스팜,
판타스틱M,코스맥스바이오(주),
클로렐라,주식회사다움,
옻팔청춘,코스맥스바이오(주),
리버케어스틱,주식회사노바렉스,
리버케어밀크씨슬,코스맥스엔비티(주),
뉴트라비타D5000IU,(주)알피바이오,
보이고싶은보이차다이어트,주식회사노바렉스,
굿베이스철분,(주)서흥,
굿베이스비타민D,(주)서흥,
슬림데이와일드망고,주식회사노바렉스,
굿베이스엽산,(주)서흥,
안국코큐텐100,(주)알피바이오,
홍삼농축액,(주)믿음의나무농업회사법인,
씨4플러스(C4PLUS),주식회사노바렉스2공장,
락토리움프로바이오틱스생유산균,(주)뉴팜,
락토리움프로바이오틱스키즈앤베이비생유산균,(주)뉴팜,
관절수복프로젝트,코스맥스엔비티(주),
비타나인(VITA9),코스맥스엔비티(주),
눈에좋은루테인골드,주식회사바이오에비뉴,
대웅코큐텐프리미엄,극동에치팜(주),
신(SYN)바이오틱스프로프리포스트바이오틱스캡슐,(주)한풍네이처팜,
홍삼실록홍삼정스틱,농업회사법인주식회사거림제약,
웰키즈칼슘,콜마비앤에이치(주)음성공장,
락토리움프로바이오틱스츄어블생유산균,(주)뉴팜,
꽃마홍삼하루스틱,풍기인삼농협,
베스처보이차다이어트,콜마비앤에이치(주)음성공장,
라비센9,(주)메디오젠,
콜레다운씨엘-1,아미코젠(주),
헬씨칸프리미엄,(주)한국씨엔에스팜,
퍼플D,코스맥스바이오(주),
츄어블오메가-3,(주)서흥,
웅진알로에겔플러스프리미엄,웅진식품(주),
맥시온이피에이,극동에치팜(주),
엠12(M12),코스맥스엔비티(주),
LingzhiPlusShiitake(DietarySupplementProduct)(전량수출용),(주)서흥,
라비센6,(주)메디오젠,
라비센5,(주)메디오젠,
라비센4,(주)메디오젠,
날씬하게보이차다이어트,(주)서흥,
라비센2,(주)메디오젠,
내몸에사과해(apology)가르시니아딸기맛,(주)네추럴에프앤피2공장,
라비센10,(주)메디오젠,
엽산&비타민D+B12,에스케이내추럴팜(주),
라비센1,(주)메디오젠,
디투클렌즈(DTOCLEANSE),코스맥스엔비티(주),
콜레스,(주)천호엔케어,
코엔자임큐텐플러스,코스맥스바이오(주),
칼슘앤비타민D,풀무원건강생활(주),
연골업보스웰리아,코스맥스바이오(주),
로얄플러스멀티비타민,극동에치팜(주),
고려인삼정프리미엄,(주)정원,
비타민D3연질캡슐1000IU,코스맥스바이오(주),
엠에스랑건강한다이어트,엠에스바이오텍(주),
고려인삼정,(주)정원,
홍삼농축액12,주식회사진산사이언스,
혼합유산균디에스(DS)5,주식회사락토메이슨,
프리미엄오메가-3,(주)허브큐어,
프로바이오틱스포패밀리(전량수출용),(주)비피도,
페미언스감마,코스맥스엔비티(주),
칼슘골드,(주)유유헬스케어,
청춘하와이안스피루리나,주식회사바이오에비뉴,
이거머꼬데이,노비스바이오(주),
웰너스홍삼농축분말P12,주식회사크레타바이오,
오하나다스림플러스,(주)유유헬스케어,
두나리엘라베타카로틴,주식회사노바렉스2공장,
바디코드컷,콜마비앤에이치(주)음성공장,
가르시니아플러스,(주)비오팜,
44블랙,(주)한국씨엔에스팜,
산초가품은오메가3,(주)한국씨엔에스팜,
고려인삼분말,주식회사동진제약,
앙팡홍삼젤리,콜마비앤에이치(주)음성공장,
라비센3,(주)메디오젠,
미네랄칼슘칼-빅CAL-VIC,(주)유유헬스케어,
슈퍼프로바이오틱스19,엠에스바이오텍(주),
라비센키즈4,(주)메디오젠,
수프라구트(전량수출용),(주)비피도,
스키니미라클컷,(주)비오팜,
녹차카테킨1000,극동에치팜(주),
다이어트인아웃콜레우스포스콜리,콜마비앤에이치(주)음성공장,
메디오락토키디,(주)메디오젠,
액티비아프리미엄프로바이오틱스,풀무원다논주식회사,
스키니캡슐,코스맥스엔비티(주),
쾌변맥,두리농산,
장편한유산균Ⅲ,(주)뉴팜,
장편한유산균Ⅱ,(주)뉴팜,
장편한유산균Ⅰ,(주)뉴팜,
리빌드,코스맥스엔비티(주),
황후의보이차다이어트,코스맥스바이오(주),
헛개비타,코스맥스바이오(주),
프롬바이오와일드망고젤리,코스맥스바이오(주),
프라임알로에센스정스페셜,(주)비오팜,
키토산+가르시니아,주식회사바이오에비뉴,
짜먹는튼튼홍삼짱,코스맥스바이오(주),
지큐랩(gQlab)우리아이유산균츄어블,일동바이오사이언스(주),
지큐랩(gQlab)비피도포스트바이오틱스,일동바이오사이언스(주),
울트라프로바이오틱스,주)팜크로스,
다미한송원,코스맥스바이오(주),
레드파인,코스맥스바이오(주),
삼성MSM골드플러스,(주)허브큐어,
셀렉트D,네이처퓨어코리아(주),
뉴먼트비타민C1000,이앤에스(주),
아이케어포르테,주식회사한미양행,
나천수박사의헛개보감,코스맥스바이오(주),
홍삼정에브리데이골드스틱,농업회사법인(주)동서웰빙,
혈당컨트롤디비-1,아미코젠(주),
헤파-두골드,(주)한풍네이처팜,
일양헬스리버헤파케어골드,주)팜크로스,
람노피,(주)유유헬스케어,
고려홍삼농축액골드,(주)화인내츄럴,
BF-7메모리파워,(주)파미니티,
김수경엽록소유기농케일정,주식회사다움,
흑삼농축액15,대동고려삼(주),
홍삼정레디,(주)그린바이오,
프리미엄프로바이오틱스,콜마비앤에이치(주)음성공장,
프로폴리스프로비신,(주)알피바이오,
파워MSM,엠에스바이오텍(주),
카보컷트플러스,엠에스바이오텍(주),
참착한철분,콜마비앤에이치(주)음성공장,
참착한엽산,콜마비앤에이치(주)음성공장,
굿썸코큐텐,(주)네추럴에프앤피2공장,
엠비엘-10(200비)(MBL-10(200B)),(주)씨티씨바이오,
맛있게먹고보이차다이어트,콜마비앤에이치(주)음성공장,
뉴랜드알로에겔파워플러스,(주)네추럴에프앤피2공장,
리바이오틱스키즈츄어블,엠에스바이오텍(주),
고려흑삼분말,대동고려삼(주),
앤뷰티팻1012,콜마비앤에이치(주)음성공장,
나만의비밀,(주)네추럴에프앤피2공장,
생유산균그린,종근당건강(주),
그린식물성오메가3,(주)한국씨엔에스팜,
안국쏘팔메토전립선건강,(주)알피바이오,
서플리미트,주식회사한미양행,
닥터콜롬보,주식회사한미양행,
셀로맥스덴타프로,주식회사노바렉스,
아이엠브이플러스,(주)유유헬스케어,
한삼인석류화和,(주)농협홍삼,
하나가치전립선큐(Q),농업회사법인에스에스바이오팜(주),
플래티넘밀크씨슬9,극동에치팜(주),
편안한장프로바이오틱스19,(주)비오팜,
파미로겐,(주)한국씨엔에스팜,
초이스멀티비타민앤미네랄포멘,네이처퓨어코리아(주),
지구스피루리나파우더,(주)이에스바이오텍,
젬무브생생화이버,(주)두루원,
이엠홍삼환골드플러스,바이오텍,
온가족생유산균,(주)뉴팜,
네오뷰프라임오메가3세븐플러스,콜마비앤에이치(주)음성공장,
엠에스엔에이지정,엠에스바이오텍(주),
식물성DHA오메가3,(주)알피바이오,
아이엠지프로바이오틱스골드캅셀,(주)한국신약,
데커신골드,(주)뉴트라젠,
알티지부스터오메가3(rTGBoosterOmega3),코스맥스바이오(주),
메가테인,(주)한국씨엔에스팜,
뉴슬림린가드다이어트,엠에스바이오텍(주),
프로폴리스,(주)일화,
판도라다이어트뷰티업,주식회사네추럴웨이,
일동비피도박테리움롱검아이디씨씨(IDCC)4101,일동바이오사이언스(주),
바비슬렌더오리지널,(주)유유헬스케어,
로얄프로폴리스,주)팜크로스,
트루락프로,(주)씨티씨바이오,
일동엔테로코커스페시움아이디씨씨(IDCC)2102,일동바이오사이언스(주),
일동비피도박테리움비피덤아이디씨씨(IDCC)4201,일동바이오사이언스(주),
일동비피도박테리움브레베아이디씨씨(IDCC)4401,일동바이오사이언스(주),
일동비피도박테리움락티스아이디씨씨(IDCC)4301,일동바이오사이언스(주),
일동락토바실루스헬베티쿠스아이디씨씨(IDCC)3801,일동바이오사이언스(주),
일동락토바실루스플란타럼아이디씨씨(IDCC)3501,일동바이오사이언스(주),
일동락토바실루스카세이아이디씨씨(IDCC)3451,일동바이오사이언스(주),
일동락토바실루스아시도필루스아이디씨씨(IDCC)3302,일동바이오사이언스(주),
일동락토바실루스루테리아이디씨씨(IDCC)3701,일동바이오사이언스(주),
일동락토바실루스람노서스아이디씨씨(IDCC)3201,일동바이오사이언스(주),
일동락토바실루스가쎄리아이디씨씨(IDCC)3101,일동바이오사이언스(주),
4Premixture,(주)쎌바이오텍,
디아이포뮬러(DIformula),(주)씨티씨바이오,
활력비[秘]책,코스맥스바이오(주),
플래티넘눈건강닥터.루테인,극동에치팜(주),
페미큐,(주)한국씨엔에스팜,
트리플혈케어플러스,극동에치팜(주),
코엔자임큐텐100,(주)알피바이오,
마시는악마다이어트플러스,코스맥스바이오(주),
다이노튼튼베타카로틴,극동에치팜(주),
다이노튼튼철분비타민,극동에치팜(주),
라이코펜토마토의힘,(주)한국씨엔에스팜,
밀크시슬칸,극동에치팜(주),
미인약속,(주)한국씨엔에스팜,
한미덴티파워큐,주)팜크로스,
한미덴티큐플러스,주)팜크로스,
플러스,(주)비티진,
씨젠캡슐,(주)HK바이오텍,
더블쉴더(DOUBLESHELTER),코스맥스엔비티(주),
인빅터스1316골드,네이처퓨어코리아(주),
바루스,주식회사한미양행,
두빼빼골드플러스,(주)허브큐어,
"뽀롱뽀롱뽀로로(비타민C)/복숭아맛,감귤맛",주식회사비엠제약,
퓨어멀티비타민앤미네랄,네이처퓨어코리아(주),
초이스멀티비타민앤미네랄포우먼,네이처퓨어코리아(주),
징코골드,(주)알피바이오,
N비타민멀티비타민,네이처퓨어코리아(주),
더블라이프Ⅱ,(주)한풍네이처팜,
다은6년근홍삼정,주식회사이수바이오,
광옥고스틱,광동제약주식회사,
씨크린,주식회사한국바이오건강,
뒤끝있는홍삼정,(주)그린바이오,
예비채블루본(本)타민플러스,(주)일화,
디투에스디노보엑스화이버,(주)유유헬스케어,
고려홍삼농축액프리미엄,포천인삼영농조합법인,
